train_acc,train_loss,train_loss_x,train_loss_u,train_loss_r,val_acc,val_loss,curr_epoch
0.4375,2.8373405363559723,1.587844756960869,0.5339932111434172,0.7155025554895401,0.2456487341772152,2.1506162655504446,0
0.4765625,2.1002932963371275,1.1863624944090843,0.561975705852732,0.35195509499311445,0.21875,2.219813938382306,1
0.6171875,2.0330436829328535,1.0536499758958817,0.6528303391952067,0.3265633693933487,0.27749208860759494,2.0686490943160236,2
0.8984375,1.9357466752529144,1.006574716180563,0.630649095742032,0.29852286314964294,0.3473101265822785,1.9128090656256374,3
0.9765625,1.9185518127679826,1.0035115739703178,0.6352114738337695,0.2798287649154663,0.4044699367088608,1.81791026984589,4
1.0,1.8495305594205855,0.9502628668546677,0.6263382949158549,0.27292939385771753,0.43789556962025317,1.7510587640955477,5
1.0,1.8291020736694337,0.9244615408182144,0.6397960784882307,0.26484445163607595,0.455498417721519,1.7321671956702123,6
1.0,1.8071379182338714,0.9247649994641542,0.6306421240381896,0.25173079615831373,0.47725474683544306,1.7226860991007165,7
1.0,1.7596370307207108,0.8977559754401445,0.6150927820876241,0.24678827279806137,0.48753955696202533,1.7251203392125383,8
1.0,1.774722767353058,0.9006702093333006,0.635590109102428,0.23846245488524437,0.49802215189873417,1.7494154353685016,9
1.0,1.7624051811695098,0.8807470647990704,0.6407781565859914,0.2408799597322941,0.4942642405063291,1.7816793722442434,10
1.0,1.7936809129714966,0.8943051766157151,0.6648838278725744,0.23449191072583198,0.49861550632911394,1.7890055873725987,11
1.0,1.7718889353871345,0.8640831511244178,0.6768932137861848,0.23091256952285766,0.5025712025316456,1.7872849838643134,12
1.0,1.804841327250004,0.8892733135446906,0.6915133872255683,0.22405462911725044,0.5152294303797469,1.7566863192787654,13
1.0,1.8029614649415016,0.8842925738096237,0.6977938674911857,0.22087502172589302,0.5247231012658228,1.7267174252980872,14
1.0,1.8131848571300506,0.8897568442523479,0.7060695138499141,0.21735850274562835,0.53125,1.7213742974438244,15
1.0,1.743911325633526,0.8565280761569738,0.6697056517750025,0.2176775968372822,0.5342167721518988,1.7056541744666764,16
1.0,1.778642167031765,0.8682036305963993,0.6987960353642703,0.21164249804615975,0.5413370253164557,1.6936831036700477,17
1.0,1.818175059556961,0.8895133539587259,0.7237812079340219,0.2048804930448532,0.5448971518987342,1.675752908368654,18
1.0,1.7503819482922554,0.8473389675170183,0.6956229515820742,0.2074200241267681,0.5460838607594937,1.6776816196079496,19
1.0,1.7478926547169686,0.8480451720133424,0.6950072909146547,0.2048401935994625,0.5474683544303798,1.6732596732393097,20
1.0,1.773443450808525,0.861171714194119,0.7123504904508591,0.19992124542593956,0.5510284810126582,1.662683458267888,21
1.0,1.7718437802791596,0.8492284879684449,0.7224189699292183,0.20019632205367088,0.553006329113924,1.6287991004654123,22
1.0,1.7120637117624282,0.8270446962416172,0.6849122322797775,0.20010678160190581,0.5595332278481012,1.6247115550161917,23
1.0,1.6963050957918167,0.8131573272794486,0.6849934092909098,0.19815435719490052,0.564873417721519,1.6114493246319928,24
1.0,1.7174315460920333,0.8191841164529323,0.7015609929263592,0.1966864337027073,0.5715981012658228,1.5835887699187556,25
1.0,1.7309148567914963,0.8337010862976313,0.7053664958178997,0.19184727656841277,0.5769382911392406,1.5567019793051708,26
1.0,1.7173759620189666,0.8152548666000367,0.7105389528721571,0.19158213901519774,0.584256329113924,1.518005150782911,27
1.0,1.7854364090561867,0.855225945033133,0.744486804485321,0.18572365890443326,0.5862341772151899,1.505600462985944,28
1.0,1.7569327791929246,0.8401752592846751,0.7292662042677402,0.18749131792783738,0.5905854430379747,1.4895770217798934,29
1.0,1.6966305884122848,0.8056784802675248,0.7022396167516708,0.18871248951554298,0.5973101265822784,1.4691427900821348,30
1.0,1.7634188492298126,0.8407950371727347,0.7385130948722363,0.18411071529984474,0.599881329113924,1.4558489420745946,31
1.0,1.6805682166814804,0.7905960291400552,0.7034514673650265,0.18652071475982665,0.6038370253164557,1.4494808753834496,32
1.0,1.7125159756541253,0.8177396722957492,0.7129937492758036,0.18178255414962768,0.6004746835443038,1.4552350617662262,33
1.0,1.7204426852464676,0.8271023541390896,0.7139963204711676,0.179344009578228,0.6020569620253164,1.4520162962660004,34
1.0,1.7068992145061492,0.805851487621665,0.7214029231667518,0.17964480090141297,0.5943433544303798,1.4737223522572578,35
1.0,1.7150003932714462,0.8059363953173161,0.728656819447875,0.18040718437731265,0.599881329113924,1.460968996150584,36
1.0,1.7055339664816855,0.8034651423171163,0.722598003745079,0.17947082276642323,0.6068037974683544,1.4424842203719705,37
1.0,1.6588045134544374,0.7859681530743837,0.6923279214501381,0.18050844296813012,0.6172863924050633,1.3905661754970309,38
1.0,1.6861530591249465,0.7916246322840452,0.7158411639109253,0.17868726605176927,0.6257911392405063,1.353641792188717,39
1.0,1.7265583437085152,0.8128093740791082,0.7396605494692922,0.17408842480182649,0.6279667721518988,1.350562282000916,40
1.0,1.7289395951628685,0.8194594778120518,0.7383045569509268,0.17117556960880756,0.6234177215189873,1.354159487953669,41
1.0,1.7610164637565613,0.8402148799970746,0.7517392799407244,0.16906230676174164,0.6299446202531646,1.3409382316130627,42
1.0,1.6684872726798057,0.7903666778504849,0.70426823733747,0.17385235622525216,0.6348892405063291,1.3046176131767562,43
1.0,1.6824154078960418,0.7925009069293737,0.7175176583826542,0.17239684304594993,0.6384493670886076,1.3099261099779154,44
1.0,1.7181755214333534,0.7999443126395345,0.7472467043548823,0.17098449812829494,0.6394382911392406,1.303962195975871,45
1.0,1.693983522593975,0.7919843396693468,0.7318788681030274,0.17012031644582748,0.6461629746835443,1.2889850562131857,46
1.0,1.6504113893508912,0.7691517773419618,0.7100221020281314,0.17123750941455365,0.6461629746835443,1.297278790534297,47
1.0,1.716402503848076,0.8115911986082792,0.7372448690235615,0.16756643564999105,0.6481408227848101,1.2671950587743446,48
1.0,1.7227149195075036,0.8111077174395322,0.7459358437657356,0.16567135666310787,0.6550632911392406,1.246409920197499,49
1.0,1.699300367474556,0.8006034692302346,0.7321092084348202,0.1665876867622137,0.658623417721519,1.2338308842876289,50
1.0,1.6517970706820488,0.7726583138629795,0.7117845435738563,0.1673542141467333,0.658623417721519,1.2421392096748836,51
1.0,1.6807367153167725,0.7881932403296232,0.7255868911743164,0.1669565766453743,0.6617879746835443,1.240173750285861,52
1.0,1.7374200454950333,0.8254216188490391,0.7507599553763866,0.16123846837878228,0.6611946202531646,1.2369870724557321,53
1.0,1.669034157216549,0.7828813128694891,0.722189028903842,0.16396381363272666,0.6615901898734177,1.2226873847502697,54
1.0,1.7437018869519234,0.8205324626639485,0.762354324311018,0.1608150971233845,0.6683148734177216,1.184672838524927,55
1.0,1.6603296755552293,0.7796110780537129,0.7159831843227148,0.1647354141175747,0.6706882911392406,1.1869036306308796,56
1.0,1.6488935570716858,0.7638451149016618,0.7202638856917619,0.16478455638885497,0.6691060126582279,1.1826412655130218,57
1.0,1.6812002342939376,0.7832238249331712,0.734902238368988,0.16307417272031308,0.6732594936708861,1.1661116156396987,58
1.0,1.6985973368287086,0.7850761684402824,0.7497661097347736,0.1637550529539585,0.6847310126582279,1.1175380749038504,59
1.0,1.6605675840973855,0.7747158083245158,0.7220707849413156,0.16378098948299885,0.696004746835443,1.069350315800196,60
1.0,1.7283611297011376,0.8039402433931827,0.7633997751176357,0.1610211109817028,0.7001582278481012,1.0484935550750056,61
1.0,1.6964406878948213,0.7927696304246783,0.7429151403903961,0.16075591383874416,0.7017405063291139,1.0434553155416175,62
1.0,1.7070190299749375,0.7969363537579774,0.7508282221108675,0.15925445918738843,0.7096518987341772,1.0190160304685183,63
1.0,1.6745399166345596,0.7733552123382688,0.7404326195120812,0.16075208538770674,0.710245253164557,1.0267835266982452,64
1.0,1.6589492725133896,0.7743248483389616,0.725584555581212,0.15903987455368043,0.7080696202531646,1.035801182819318,65
1.0,1.637884576022625,0.7592850458174943,0.7173725952208042,0.16122693265974522,0.7108386075949367,1.0192347199101992,66
1.0,1.6521385765075685,0.7674898510798812,0.7253188741207123,0.15932985140383243,0.7175632911392406,1.003191360944434,67
1.0,1.6452336181402207,0.7589698161557317,0.7271893500685692,0.15907445053756236,0.7165743670886076,1.0030460221857964,68
1.0,1.6728521689176559,0.7775217741727829,0.7374330655485392,0.157897328466177,0.7157832278481012,0.9996166553678392,69
1.0,1.6489319171309471,0.7740798215568065,0.7176592901945115,0.1571928057819605,0.7143987341772152,0.9915936589241028,70
1.0,1.7213650360107422,0.7942959810122847,0.7703021713793278,0.1567668786942959,0.7191455696202531,0.9840376942972594,71
1.0,1.6979984333515168,0.7837864872664213,0.7580379866361618,0.15617396143078804,0.7177610759493671,0.9940906076491633,72
1.0,1.708944005191326,0.7894324094876647,0.7644020047485829,0.1551095944494009,0.7205300632911392,0.9959778219838685,73
1.0,1.6680295048356055,0.7713864686638117,0.7408189989328384,0.15582403793931007,0.7207278481012658,0.9867359603507609,74
1.0,1.6934025349617003,0.783082870259881,0.7538834800571204,0.15643618200719356,0.7264636075949367,0.9624625489681582,75
1.0,1.6200183218121529,0.7560489678382873,0.70514211858809,0.15882723271846771,0.7333860759493671,0.9515533190739306,76
1.0,1.6744287040233612,0.7818848655149341,0.7385881165266037,0.15395572683215142,0.7357594936708861,0.9482706883285619,77
1.0,1.7055076226592063,0.7856864628493786,0.765871467590332,0.15394969561696054,0.7363528481012658,0.9301104515413695,78
1.0,1.6129422695040703,0.7389217837378382,0.7164545413851738,0.15756593729555607,0.7389240506329114,0.9243237504476234,79
1.0,1.7119143522381783,0.7974045621082186,0.7627738027125597,0.15173598884046077,0.7381329113924051,0.9281670722780349,80
1.0,1.7139889593124389,0.7910034227967262,0.7712708337306976,0.15171470381319524,0.7375395569620253,0.9440021092378641,81
1.0,1.7010781913399697,0.7960445538014174,0.7536603363007307,0.15137330488860606,0.7416930379746836,0.9325798199146609,82
1.0,1.675349079012871,0.7741155734434724,0.7487967130690814,0.1524367937296629,0.7420886075949367,0.9175406083276,83
1.0,1.630036912381649,0.7486716742962599,0.7266807763278484,0.15468445985019208,0.743868670886076,0.9226905944981153,84
1.0,1.6489882404208183,0.757389875896275,0.7372288515865802,0.1543695179671049,0.7458465189873418,0.9159025067015539,85
1.0,1.6556557906270026,0.7632112513259053,0.7406674379557371,0.15177709716558457,0.7484177215189873,0.9073011686530295,86
1.0,1.6261100719571113,0.7521233017519117,0.7205804540514946,0.1534063148498535,0.7470332278481012,0.9035376031187516,87
1.0,1.6150656051635741,0.7479124439060688,0.7149909799993038,0.15216217759251593,0.7446598101265823,0.9167027450815032,88
1.0,1.6744530215263367,0.7784130483344197,0.7462347657829523,0.1498052149862051,0.7460443037974683,0.9101025182989579,89
1.0,1.6452200698256492,0.7599340292811394,0.734809781268239,0.15047625881433488,0.7464398734177216,0.9051055651676806,90
1.0,1.6856840940713882,0.7813992135599256,0.7559267957359552,0.148358088940382,0.7440664556962026,0.924401122557966,91
1.0,1.6487657243609428,0.7675655089765787,0.7306171539276838,0.15058305661380292,0.7472310126582279,0.9168141250368915,92
1.0,1.6860499346256257,0.7811955410763621,0.7556696572154761,0.14918473863601683,0.7424841772151899,0.9249181588993797,93
1.0,1.5930958526730536,0.7374337620809674,0.7035923603624106,0.15206973092257978,0.7432753164556962,0.9174240518219864,94
1.0,1.7122009795308113,0.7958352171927691,0.7690058391988277,0.1473599207252264,0.7496044303797469,0.8881040117408656,95
1.0,1.6241270715594291,0.755816358782351,0.7184536290168763,0.14985708247125148,0.7592958860759493,0.8648463193374344,96
1.0,1.67780220246315,0.7882986431196332,0.742844976902008,0.1466585821658373,0.7598892405063291,0.8494028449058533,97
1.0,1.6276197746992112,0.7670102574974298,0.7126774161309004,0.14793210054934025,0.7581091772151899,0.8685747784904286,98
1.0,1.7125258395075798,0.7977837667688727,0.7683770731836558,0.1463650040626526,0.7569224683544303,0.8713944490197338,99
